Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...76,Event2_Prob_Post_1...77,Event3_Prob_Post_1...78,Event4_Prob_Post_1...79,Event1_Prob_Post_1...80,Event2_Prob_Post_1...81,Event3_Prob_Post_1...82,Event4_Prob_Post_1...83,Event1_Prob_Post_1...84,Event2_Prob_Post_1...85,Event3_Prob_Post_1...86,Event4_Prob_Post_1...87,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment
39,"Some college, but no degree",Male,Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Business Owner,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,27,50,Not at all important,55,30,38,37,64,Yes,No,NA,NA,NA,NA,14.923,20.059,33.562,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Uncomfortable,Uncomfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,55,33,37,36,NA,NA,NA,NA,NA,NA,NA,NA,019dfbd2-7b99-7b67-a000-63cb97c9a298,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.9315000000000001,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,0
47,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Full-time,Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,77,61,Important,74,77,77,75,68,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.837,0,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Very likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,80,75,74,82,019dfbd4-b006-7c60-a7d4-8f1e6b0f18c7,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.9315000000000001,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,3
25,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Single,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,White,"Not in paid work (e.g., homemaker, disabled)",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,40,60,Neither important nor unimportant,30,40,70,50,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.093,45.861,46.842,21,Comfortable,Somewhat comfortable,Comfortable,Somewhat unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,70,36,64,89,019dfbd5-3519-7cda-9901-5afc363b2bd6,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.9315000000000001,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2
27,Less than a high school diploma,Male,Retail,Single,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Unemployed,Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,30,45,Somewhat important,55,45,40,60,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.968,18.283,20.529,3,Uncomfortable,Comfortable,Comfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,55,35,40,93,019dfbd5-9720-7980-9fb0-7b9d95964383,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.9315000000000001,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2
50,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Female,Legal,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,White,Unemployed,Republican,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,70,0,Important,80,50,60,60,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.932,11.043,56.901,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Uncomfortable,Somewhat comfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,70,40,60,60,NA,NA,NA,NA,NA,NA,NA,NA,019dfbd6-22a5-7340-8410-b6bfd979eb24,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.9315000000000001,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,investigate,0
49,"Associate degree (for example: AA, AS)",Male,Other,In a civil union/partnership,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Full-time,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,15,60,Important,80,30,40,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.732,0,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,80,30,40,50,NA,NA,NA,NA,NA,NA,NA,NA,019dfbd6-acaf-791a-9c46-3cfafd66cd26,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.9315000000000001,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0
52,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Unemployed,Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,20,20,Very important,59,47,51,55,64,Yes,No,NA,NA,NA,NA,0,0,12.504,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Very Comfortable,Very comfortable,Very unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,52,45,54,66,NA,NA,NA,NA,019dfbd6-feb9-7229-9d05-aea0832e98ed,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.9315000000000001,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
23,"Some college, but no degree",Male,Business Management & Administration,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Student,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,80,20,Neither important nor unimportant,30,62,79,31,63,Yes,Yes,NA,NA,NA,NA,0,0,6.874,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,60,18,98,100,019dfbd8-178c-78a0-8c94-1750ee26c208,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.9315000000000001,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,3
53,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Full-time,Republican,NA,Strong,NA,Banning political rallies,90,50,Important,100,0,100,100,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,0,0,41.294,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,019dfbdb-8a6d-7c66-9350-076e2b59acfd,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,rallies,3
48,"Bachelor's degree (for example: BA, AB, BS)",Female,"Transportation, Distribution & Logistics",Widowed,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,White,Full-time,Republican,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,81,75,Important,59,62,62,75,64,Yes,No,2.936,39.672,41.122,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Somewhat likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,64,57,36,75,019dfbdb-ee8f-7e38-b2b7-4ace2cb9b48c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,3
27,"Associate degree (for example: AA, AS)",Female,Business Management & Administration,NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",Black or African American,Full-time,Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,35,85,Important,40,20,71,60,64,Yes,Yes,NA,NA,NA,NA,1.871,102.575,103.803,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Uncomfortable,Somewhat uncomfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,40,20,70,60,NA,NA,NA,NA,NA,NA,NA,NA,019dfbdc-7a12-766f-9f57-7189f4ea7d9c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,0
39,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Business Owner,Independent,NA,NA,Neither,Prosecuting journalists for unfair news coverage,100,100,Important,80,27,60,70,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.48,87.326,88.94,7,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,60,25,70,80,019dfbdd-4da3-7da0-bc89-e8f1ced7bf90,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.921,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,3
43,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Medicine,Married,Something else,"Yes, Cuban",Woman,United States,"$50,000-$59,999",An ethnicity not listed here,Full-time,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,0,60,Very important,50,6,25,90,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.38,0,Very uncomfortable,Very uncomfortable,Uncomfortable,Very unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,50,0,17,90,NA,NA,NA,NA,019dfbde-238c-748b-a050-016398e884b0,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.921,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,1
40,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Full-time,Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,0,83,Important,62,20,25,40,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.908,8.792,34.302,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Very uncomfortable,Somewhat uncomfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,55,45,40,63,019dfbdf-1af4-7827-9d7e-6243eaca5ca9,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.921,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,2
45,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Information Technology,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Full-time,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,100,30,Very important,70,65,55,60,64,Yes,No,1.662,21.228,25.715,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,70,65,65,90,019dfbdf-bf81-7253-b380-8f9b1392c5a0,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,3
39,High school graduate - high school diploma or the equivalent (for example: GED),Male,Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Unemployed,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,21,72,Very important,80,30,39,90,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.357,0,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,60,40,60,95,019dfbe1-0f71-75be-9339-3f13bd92353b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2
35,"Some college, but no degree",Female,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,"Not in paid work (e.g., homemaker, disabled)",Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,85,20,Very important,67,61,88,62,64,No,No,NA,NA,NA,NA,5.889,17.127,22.992,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,45,60,53,88,019dfbe1-85a4-767a-8f62-de99e0a12854,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,2
39,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Information Technology,Married,Republican,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$90,000-$99,999",White,Full-time,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,100,59,Very important,31,71,84,30,64,No,No,NA,NA,NA,NA,4.175,17.931,96.67,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,75,81,33,79,019dfbe2-65ff-7236-82ed-acbfadfa2991,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,3
32,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Unemployed,Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,0,97,Important,42,9,10,19,64,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,34.816,0,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,79,41,66,100,019dfbe3-a97f-79bb-8389-7ebd99150e47,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,2
30,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Full-time,Republican,NA,Strong,NA,Prosecuting journalists for unfair news coverage,96,28,Important,63,50,65,66,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.399,82.172,83.153,9,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,61,30,90,72,019dfbe3-c33b-75fd-b9c3-3be51c52ca92,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,media,2
42,"Some college, but no degree",Female,Hospitality & Tourism,In a civil union/partnership,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$10,000-$19,999",White,Part-time,Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,74,76,Important,100,25,76,70,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,29.049,0,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,100,25,74,78,NA,NA,NA,NA,NA,NA,NA,NA,019dfbe6-d45e-7f45-998c-3c49c7ca4bee,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,0
59,"Bachelor's degree (for example: BA, AB, BS)",Female,Retired,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Unemployed,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,5,92,Very important,50,15,50,40,64,Yes,No,NA,NA,NA,NA,0,0,34.544,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,50,30,50,45,019dfbe7-8a27-7bb0-a1ab-2b4a7de2bb7e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,2
40,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Unemployed,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,10,82,Important,78,25,42,43,64,Yes,No,NA,NA,NA,NA,0,0,40.538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,85,25,42,43,NA,NA,NA,NA,NA,NA,NA,NA,019dfbe9-6850-77d0-aab4-b565907675cf,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0
51,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Independent,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$60,000-$69,999",White,Part-time,Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,50,50,Very important,60,10,20,40,64,Yes,No,NA,NA,NA,NA,53.677,53.677,55.792,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,55,25,40,60,NA,NA,NA,NA,019dfbe9-9f4e-788d-820f-d57d82601af0,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1
38,"Some college, but no degree",Male,Arts,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",White,Part-time,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,0,80,Important,60,20,30,45,64,Yes,No,NA,NA,NA,NA,1.766,14.286,28.601,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,56,38,25,40,NA,NA,NA,NA,019dfbe9-f34b-7308-b05d-008945ad4a98,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
30,"Associate degree (for example: AA, AS)",Female,Other,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Full-time,Republican,NA,Not very strong,NA,Prosecuting journalists for unfair news coverage,85,75,Somewhat important,61,36,50,60,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.575,8.575,10.371,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,67,42,74,90,NA,NA,NA,NA,019dfbea-51a0-75e1-9d25-d9f8ee9af4b9,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,media,1
26,"Some college, but no degree",Male,I’d Rather Not Say,In a relationship,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$20,000-$29,999",White,Unemployed,Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,14,89,Somewhat important,25,15,68,31,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,27,17,69,39,NA,NA,NA,NA,NA,NA,NA,NA,019dfbea-c37e-796c-870d-204b1b737dca,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,investigate,0
