Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...76,Event2_Prob_Post_1...77,Event3_Prob_Post_1...78,Event4_Prob_Post_1...79,Event1_Prob_Post_1...80,Event2_Prob_Post_1...81,Event3_Prob_Post_1...82,Event4_Prob_Post_1...83,Event1_Prob_Post_1...84,Event2_Prob_Post_1...85,Event3_Prob_Post_1...86,Event4_Prob_Post_1...87,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment
37,"Some college, but no degree",Male,"Agriculture, Food and Natural Resources",Married,Republican,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$40,000-$49,999",White,Part-time,Independent,NA,NA,Closer to Democratic Party,Directing law enforcement to investigate politicians of the opposing party,17,97,Very important,49,9,50,66,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.727,51.818,53.157,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,100,20,75,90,019dfbeb-892c-76e2-973b-47fc83061fbe,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,2
37,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",Black or African American,Full-time,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,40,90,Important,50,80,0,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.12,0,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,70,20,50,95,NA,NA,NA,NA,019dfbeb-9d38-78b4-9147-0c0b67449fcc,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,1
48,High school graduate - high school diploma or the equivalent (for example: GED),Female,Hospitality & Tourism,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Full-time,Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,50,50,Somewhat important,95,50,65,25,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.63,39.916,41.224,2,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,100,55,60,25,019dfbeb-c100-7b38-b2ae-6af3b3432bef,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,2
52,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$150,000-$174,999",Black or African American,Prefer not to say,Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,2,27,Important,19,7,65,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.371,36.9,44.53,17,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,16,21,60,50,NA,NA,NA,NA,NA,NA,NA,NA,019dfbec-d016-7579-8ff4-3f1ce278d8a7,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0
52,"Associate degree (for example: AA, AS)",Female,Business Management & Administration,Separated,Independent,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$50,000-$59,999",White,Full-time,Republican,NA,Not very strong,NA,Prosecuting journalists for unfair news coverage,92,92,Important,20,20,96,83,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.221,56.101,56.927,41,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,61,27,87,79,NA,NA,NA,NA,NA,NA,NA,NA,019dfbec-fcf6-7f1b-9d20-8f1f5eb00cab,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,media,0
53,"Associate degree (for example: AA, AS)",Female,Other,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$10,000-$19,999",White,"Not in paid work (e.g., homemaker, disabled)",Republican,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,91,25,Very important,19,20,62,39,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.045,39.307,40.182,13,Comfortable,Somewhat comfortable,Comfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,23,22,67,37,NA,NA,NA,NA,019dfbed-82dc-707b-8c0b-03422ffd841e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,1
21,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Full-time,Republican,NA,Strong,NA,Prosecuting journalists for unfair news coverage,87,18,Somewhat important,69,34,84,40,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.39,30.963,35.422,5,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat likely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,61,34,70,100,NA,NA,NA,NA,019dfbed-88d0-7d74-b7c6-b5f69fc78815,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,media,1
24,High school graduate - high school diploma or the equivalent (for example: GED),Male,Hospitality & Tourism,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Prefer not to say,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,22,71,Very important,62,34,30,66,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,23.909,0,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,100,019dfbee-da7e-76cf-8bbd-acce853a4ace,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2
48,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retail,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Full-time,Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,50,61,Somewhat important,77,34,49,25,64,Unsure,No,NA,NA,NA,NA,7.538,25.826,26.629,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat comfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,83,21,39,24,NA,NA,NA,NA,NA,NA,NA,NA,019dfbf0-5720-7d96-a348-5ad455ed4aa9,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,0
32,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,"Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",White,Full-time,Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,38,62,Somewhat important,64,55,50,60,64,Yes,No,NA,NA,NA,NA,0,0,76.839,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,54,47,55,92,NA,NA,NA,NA,019dfbf0-98fd-7962-91f7-a7a9b621ea53,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1
53,"Some college, but no degree",Male,Finance,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$10,000-$19,999",White,Part-time,Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,21,21,Very important,42,59,52,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.477,4.477,38.886,1,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,56,55,50,80,019dfbf1-1416-7980-afeb-8a5ac4094ddc,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,3
49,"Bachelor's degree (for example: BA, AB, BS)",Male,I’d Rather Not Say,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",White,"Not in paid work (e.g., homemaker, disabled)",Republican,NA,Not very strong,NA,Banning political rallies,50,50,Very important,50,17,18,18,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.688,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,50,14,20,30,NA,NA,NA,NA,019dfbf1-98ec-7418-84a8-29bd4a549a88,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,rallies,1
59,"Some college, but no degree",Male,"Transportation, Distribution & Logistics",Widowed,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",Black or African American,Prefer not to say,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,25,83,Somewhat important,60,35,35,55,64,Yes,No,NA,NA,NA,NA,4.889,35.066,35.94,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,62,31,39,55,NA,NA,NA,NA,NA,NA,NA,NA,019dfbf1-cf15-7f07-9710-71b97147dc3d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,0
61,"Associate degree (for example: AA, AS)",Male,Retail,Widowed,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"Less than $10,000",White,Part-time,Independent,NA,NA,Closer to Republican Party,Restructuring the state’s highest court to favor the party in power,43,42,Neither important nor unimportant,60,31,44,62,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.678,58.439,61.558,19,Somewhat comfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,40,40,63,71,NA,NA,NA,NA,019dfbf1-e5f1-7a81-9443-02bc37306216,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,1
40,"Some college, but no degree",Female,Retail,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"Less than $10,000",American Indian or Alaska Native,Part-time,Democrat,NA,Strong,NA,Banning political rallies,0,99,Somewhat important,100,20,47,22,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.285,23.817,24.582,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,55,34,75,87,NA,NA,NA,NA,019dfbf2-3a38-7d86-a140-3828128115f0,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.555,0.921,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,rallies,1
29,"Associate degree (for example: AA, AS)",Female,Hospitality & Tourism,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Full-time,Independent,NA,NA,Closer to Democratic Party,Prosecuting journalists for unfair news coverage,0,0,Very important,50,15,75,59,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.836,15.803,17.239,4,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,56,44,65,100,019dfbf2-529a-7dcf-bd9a-0e4859f841d3,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,media,3
30,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$250,000 or more",Chinese,Full-time,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,26,61,Very important,59,46,41,17,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.373,16.916,23.875,2,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to pursue a specific policy outcome.,63,39,69,19,NA,NA,NA,NA,NA,NA,NA,NA,019dfbf3-f092-7650-9118-715424c93c5b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0
48,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$80,000-$89,999",White,Full-time,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,40,70,Important,39,16,49,11,64,No,No,NA,NA,NA,NA,0,0,14.441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,52,41,46,47,NA,NA,NA,NA,019dfbf6-b19c-73e8-a74f-193a4bc52ea2,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1
36,"Some college, but no degree",Male,Manufacturing,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",Black or African American,Full-time,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,13,90,Important,50,0,60,47,64,No,No,NA,NA,NA,NA,5.673,21,50.047,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,63,4,65,61,NA,NA,NA,NA,019dfbf7-5e30-74b5-9449-a4a4c7be75af,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1
33,"Bachelor's degree (for example: BA, AB, BS)",Female,Government & Public Administration,In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Full-time,Republican,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,26,23,Important,64,20,14,18,64,Yes,No,NA,NA,NA,NA,5.233,17.878,22.424,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,71,21,15,9,NA,NA,NA,NA,NA,NA,NA,NA,019dfbf7-5f66-7e30-94e2-2e7e4a0aa8b1,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,0
53,"Bachelor's degree (for example: BA, AB, BS)",Female,Arts,I’d Rather Not Say,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Part-time,Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,5,80,Important,5,70,51,75,64,Yes,No,NA,NA,NA,NA,0,0,53.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,5,65,51,85,NA,NA,NA,NA,019dfbf7-eb59-71c1-ae55-6213215f819f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1
62,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",White,Full-time,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,89,10,Very important,56,35,100,86,64,No,No,NA,NA,NA,NA,0,0,35.313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat likely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,58,45,85,95,019dfbf7-fc82-7be9-b0be-3008a3e071e1,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,3
21,"Some college, but no degree",Female,Arts,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Student,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,35,64,Very important,50,12,73,63,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.764,0,NA,NA,NA,NA,Somewhat comfortable,Uncomfortable,Somewhat comfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,50,0,83,8,NA,NA,NA,NA,NA,NA,NA,NA,019dfbf8-72d7-7b7f-948b-72cb3fcf6ac8,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,0
50,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",White,Full-time,Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,78,30,Important,72,71,66,45,64,No,No,NA,NA,NA,NA,2.354,17.202,19.129,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Somewhat comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,74,98,73,90,019dfbf9-397f-7e22-8456-5c02b6cb6d56,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,OW,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,3
21,"Bachelor's degree (for example: BA, AB, BS)",Female,"Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",Black or African American,Student,Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,50,56,Very important,45,22,62,71,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.008,22.12,25.689,12,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,61,24,68,68,019dfbfe-8a99-70b6-8716-e996bd0a8aa3,019de1ab-afed-72b0-99bf-23a6aa89592d,0.54,0.475,0.555,0.9255000000000001,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2
